ID,Word,SER
4175,ring,4.20
4176,rink,2.90
4177,rinse,3.20
4178,rip,3.58
4179,ripe,3.80
4180,ripple,3.73
4181,rise,3.00
4182,risk,2.67
4183,rite,1.10
4184,rival,2.30
4185,river,5.70
4186,roach,4.82
4187,road,2.60
4188,roam,4.10
4189,roar,3.50
4190,roast,4.40
4191,rob,2.33
4192,robe,2.30
4193,robin,4.18
4194,robot,2.82
4195,robust,3.73
4196,rock,3.55
4197,rocket,3.78
4198,rod,2.42
4199,rode,2.82
4200,rodent,3.64
4201,roe,1.27
4202,rogue,2.83
4203,role,1.55
4204,roll,3.17
4205,romance,4.70
4206,romp,3.09
4207,roof,3.55
4208,rook,2.42
4209,rookie,2.82
4210,room,2.00
4211,roost,1.40
4212,rooster,4.36
4213,root,2.92
4214,rope,2.83
4215,rose,4.73
4216,roster,2.70
4217,rot,4.09
4218,rotate,2.70
4219,rotten,5.60
4220,rouge,2.00
4221,rough,4.09
4222,roulette,4.70
4223,round,2.91
4224,rout,1.45
4225,route,2.50
4226,routine,2.70
4227,rove,1.30
4228,rowdy,4.20
4229,royal,3.40
4230,rub,2.80
4231,rubber,3.90
4232,rubbish,3.60
4233,rubble,3.36
4234,ruby,3.73
4235,ruckus,2.90
4236,rudder,2.91
4237,rude,2.30
4238,rue,1.20
4239,ruffle,4.40
4240,rug,4.36
4241,rugby,3.64
4242,rugged,4.18
4243,ruin,3.18
4244,rule,1.64
4245,rum,4.73
4246,rumba,3.60
4247,rumble,4.90
4248,rummage,3.09
4249,rummy,2.45
4250,rumor,2.60
4251,rumour,2.90
4252,rump,2.55
4253,run,3.36
4254,rung,2.09
4255,rupture,5.09
4256,rural,3.36
4257,rush,3.20
4258,rust,3.09
4259,rustic,3.45
4260,rustle,3.64
4261,rut,1.90
4262,rye,3.42
4263,saber,2.27
4264,sable,3.20
4265,sack,1.91
4266,sacred,2.91
4267,sad,2.82
4268,saddle,4.36
4269,sadist,2.73
4270,safe,2.00
4271,saffron,2.82
4272,sag,4.00
4273,saga,2.55
4274,sage,3.42
4275,said,2.25
4276,sail,3.00
4277,saint,3.18
4278,sake,1.82
4279,salad,3.82
4280,sale,1.92
4281,saline,3.50
4282,salmon,3.55
4283,salon,3.27
4284,saloon,3.70
4285,salsa,5.70
4286,salt,4.00
4287,salute,3.64
4288,salvage,2.30
4289,salve,2.42
4290,same,1.58
4291,sample,2.00
4292,sanction,2.20
4293,sanctum,2.45
4294,sand,3.40
4295,sandwich,5.09
4296,sane,2.18
4297,sang,3.33
4298,sank,3.64
4299,sap,2.91
4300,sapphire,4.00
4301,sardine,4.60
4302,sash,2.50
4303,sat,2.92
4304,satchel,3.27
4305,satin,3.73
4306,satire,2.45
4307,sauce,4.64
4308,saucer,2.36
4309,sauna,5.60
4310,sausage,4.30
4311,savage,4.45
4312,save,2.10
4313,savior,3.64
4314,savor,4.50
4315,savvy,3.18
4316,saw,2.64
4317,say,2.27
4318,saying,2.20
4319,scab,4.60
4320,scald,3.40
4321,scale,1.82
4322,scalp,4.82
4323,scalpel,4.40
4324,scamp,1.27
4325,scan,1.45
4326,scandal,2.82
4327,scant,2.00
4328,scar,3.80
4329,scarce,2.18
4330,scare,2.91
4331,scarf,3.00
4332,scatter,2.73
4333,scene,2.27
4334,scenic,4.10
4335,scepter,1.82
4336,scheme,1.80
4337,scholar,2.70
4338,school,3.00
4339,schooner,1.82
4340,science,2.45
4341,scissors,4.73
4342,scoff,2.40
4343,scold,2.82
4344,scoop,1.91
4345,scope,3.18
4346,scorch,4.40
4347,score,2.00
4348,scorn,2.90
4349,scotch,2.20
4350,scoundrel,2.55
4351,scour,2.50
4352,scourge,2.09
4353,scout,1.73
4354,scowl,3.20
4355,scrap,2.75
4356,scrape,3.90
4357,scratch,2.91
4358,scrawl,2.27
4359,scrawny,4.10
4360,scream,4.18
4361,screech,4.30
4362,screen,4.36
4363,screw,2.82
4364,scribble,4.09
4365,scribe,2.56
4366,scrimmage,4.18
4367,script,2.09
4368,scroll,4.27
4369,scrotum,4.09
4370,scrub,3.40
4371,scruff,3.90
4372,scruffy,4.45
4373,scrumptious,4.90
4374,scruples,1.91
4375,scuba,3.64
4376,sculpture,4.90
4377,scum,3.08
4378,scurry,3.50
4379,scurvy,2.60
4380,scuttle,2.90
4381,seal,2.80
4382,seam,2.27
4383,sear,2.00
4384,search,1.50
4385,season,5.00
4386,seat,3.18
4387,second,2.60
4388,secret,3.00
4389,sect,1.27
4390,section,2.00
4391,sector,1.55
4392,secure,4.09
4393,sedan,2.40
4394,sedate,3.00
4395,see,2.73
4396,seek,1.55
4397,seem,1.36
4398,seep,1.90
4399,segment,2.40
4400,seismic,2.91
4401,seize,3.00
4402,seizure,4.90
4403,seldom,2.60
4404,select,3.40
4405,selfish,3.00
4406,sell,2.09
4407,seltzer,4.44
4408,senate,3.20
4409,send,1.91
4410,senile,3.09
4411,sense,2.70
4412,sensor,2.40
4413,sent,2.00
4414,sentence,3.00
4415,sentry,3.50
4416,septic,3.60
4417,sequel,3.09
4418,sequence,2.18
4419,serene,3.80
4420,serf,1.82
4421,sergeant,3.80
4422,series,1.80
4423,sermon,4.18
4424,serpent,4.45
4425,servant,2.50
4426,serve,1.40
4427,service,2.30
4428,session,1.90
4429,set,2.08
4430,settle,2.90
4431,seven,4.30
4432,severe,3.27
4433,sew,3.27
4434,sewage,4.00
4435,sewer,3.18
4436,sex,4.70
4437,shabby,2.50
4438,shack,3.09
4439,shade,3.70
4440,shadow,4.73
4441,shaft,2.45
4442,shag,3.30
4443,shake,4.55
4444,shale,1.82
4445,shall,1.27
4446,shallow,3.90
4447,sham,1.73
4448,shaman,1.45
4449,shame,2.27
4450,shampoo,4.18
4451,shank,2.92
4452,shape,2.91
4453,share,2.42
4454,shark,3.70
4455,sharp,4.82
4456,shatter,4.00
4457,shave,3.50
4458,shawl,2.30
4459,she,1.60
4460,shear,2.60
4461,sheath,1.80
4462,sheathe,2.00
4463,sheave,1.18
4464,shed,3.91
4465,sheen,2.09
4466,sheep,2.50
4467,sheer,2.45
4468,sheet,3.82
4469,sheik,1.60
4470,shelf,1.64
4471,shell,3.67
4472,shelter,4.50
4473,shelve,3.55
4474,sherbet,4.18
4475,sheriff,2.73
4476,shield,1.70
4477,shift,1.83
4478,shill,1.10
4479,shilling,1.22
4480,shimmer,4.90
4481,shin,3.18
4482,shine,3.40
4483,shiner,3.00
4484,shingle,5.10
4485,ship,2.50
4486,shipment,2.27
4487,shirk,1.55
4488,shirt,4.55
4489,shiver,4.64
4490,shoal,1.55
4491,shock,3.09
4492,shoddy,3.00
4493,shoe,3.36
4494,shogun,2.00
4495,shone,2.64
4496,shook,3.18
4497,shoot,5.09
4498,shop,3.91
4499,shore,2.20
4500,short,3.45
4501,shortage,2.90
4502,shot,4.10
4503,should,1.09
4504,shoulder,5.10
4505,shout,3.36
4506,shove,3.92
4507,shovel,3.55
4508,show,2.10
4509,shower,4.36
4510,shrank,2.50
4511,shrapnel,4.00
4512,shred,2.64
4513,shrew,2.90
4514,shrewd,1.91
4515,shriek,4.80
4516,shrill,3.64
4517,shrimp,2.64
4518,shrine,2.91
4519,shrink,2.80
4520,shroud,1.91
4521,shrub,3.30
4522,shrug,3.70
4523,shrunk,2.30
4524,shuck,1.70
4525,shudder,4.20
4526,shun,2.18
4527,shunt,2.09
4528,shush,3.36
4529,shut,2.00
4530,shutter,3.73
4531,shuttle,3.00
4532,shy,2.40
4533,sibling,4.91
4534,sick,3.82
4535,sickle,3.09
4536,side,1.30
4537,siding,1.90
4538,siege,2.36
4539,sieve,1.45
4540,sift,2.18
4541,sigh,3.91
4542,sight,3.55
4543,sign,2.00
4544,signal,4.10
4545,silent,3.55
4546,silk,2.00
4547,sill,1.64
4548,silly,2.90
4549,silo,2.09
4550,silt,2.67
4551,silver,3.73
4552,simmer,3.90
4553,simple,1.55
4554,simply,1.70
4555,sin,2.20
4556,since,1.18
4557,sincere,3.10
4558,sing,4.20
4559,singe,3.60
4560,single,2.73
4561,sink,2.75
4562,sinus,4.40
4563,sip,3.00
4564,sir,2.55
4565,sire,1.55
4566,siren,5.30
4567,sirloin,5.60
4568,sister,5.40
4569,sit,2.20
4570,site,2.00
4571,six,1.70
4572,size,1.55
4573,sizzle,4.09
4574,skate,3.80
4575,sketch,2.80
4576,skew,1.91
4577,ski,3.27
4578,skid,2.60
4579,skill,2.36
4580,skillet,4.18
4581,skim,2.70
4582,skimp,1.90
4583,skin,3.90
4584,skinny,4.82
4585,skip,1.91
4586,skirmish,3.40
4587,skirt,3.80
4588,skittish,3.45
4589,skulk,2.67
4590,skunk,4.82
4591,sky,3.82
4592,slab,2.45
4593,slack,2.09
4594,slag,1.50
4595,slain,3.27
4596,slam,4.09
4597,slander,3.18
4598,slang,1.90
4599,slant,3.82
4600,slap,3.55
4601,slash,2.80
4602,slat,1.50
4603,slate,3.20
4604,slaughter,4.91
4605,slave,3.40
4606,slaw,1.45
4607,slay,3.09
4608,sled,3.00
4609,sledge,1.64
4610,sleek,2.83
4611,sleep,4.00
4612,sleet,4.00
4613,sleeve,2.92
4614,sleigh,3.00
4615,sleight,1.36
4616,slept,2.30
4617,sleuth,2.00
4618,slew,2.10
4619,slice,3.00
4620,slick,2.55
4621,slid,2.09
4622,slide,2.00
4623,slight,2.00
4624,slim,2.09
4625,slime,3.42
4626,sling,2.60
4627,slip,3.64
4628,slogan,2.50
4629,slop,2.60
4630,slope,4.00
4631,sloth,3.08
4632,slouch,2.64
4633,slow,2.00
4634,slug,2.80
4635,slum,2.90
4636,slumber,4.10
4637,slump,2.91
4638,slung,1.91
4639,slur,4.00
4640,slush,3.00
4641,slut,2.55
4642,sly,2.27
4643,smack,4.82
4644,small,1.80
4645,smart,2.42
4646,smash,3.27
4647,smear,3.40
4648,smell,2.82
4649,smile,4.36
4650,smirk,3.80
4651,smite,2.08
4652,smitten,3.45
4653,smock,1.70
4654,smog,3.91
4655,smooth,4.18
4656,smother,3.82
4657,smudge,3.55
4658,smug,1.92
4659,smuggle,3.18
4660,smut,2.00
4661,snack,3.50
4662,snafu,2.09
4663,snag,2.83
4664,snail,3.18
4665,snake,4.27
4666,snap,3.55
4667,snare,2.40
4668,snarl,4.27
4669,snatch,3.55
4670,sneak,3.55
4671,sneer,3.91
4672,sneeze,4.40
4673,snide,2.45
4674,sniff,4.00
4675,snip,2.45
4676,snipe,2.36
4677,snitch,3.09
4678,snob,2.18
4679,snoop,1.80
4680,snooty,2.64
4681,snooze,4.00
4682,snore,3.92
4683,snorkel,4.82
4684,snort,4.45
4685,snout,3.40
4686,snub,1.55
4687,snuff,2.60
4688,snug,3.18
4689,snuggle,5.90
4690,so,1.00
4691,soak,3.45
4692,soap,3.20
4693,soar,2.27
4694,sob,4.20
4695,sober,4.18
4696,soccer,3.82
4697,social,3.20
4698,sock,3.20
4699,socket,2.60
4700,sod,2.45
4701,soda,5.10
4702,sofa,4.00
4703,soft,4.60
4704,soil,3.50
4705,soiree,3.50
4706,solace,2.36
4707,solar,3.90
4708,sold,2.33
4709,soldier,4.73
4710,sole,1.50
4711,solemn,3.18
4712,solid,3.36
4713,solo,3.80
4714,solve,2.58
4715,solvent,2.60
4716,some,1.20
4717,someone,1.82
4718,something,1.18
4719,somewhere,3.45
4720,son,2.36
4721,sonar,3.70
4722,song,4.40
4723,sonic,3.90
4724,sonnet,2.60
4725,soon,1.45
4726,soot,3.10
4727,soothe,2.27
4728,sordid,2.30
4729,sore,4.00
4730,sorrow,4.09
4731,sorry,3.60
4732,sort,1.36
4733,sough,1.45
4734,sought,1.64
4735,soul,1.45
4736,sound,4.27
4737,soup,3.08
4738,sour,4.75
4739,source,1.45
4740,south,2.09
4741,sovereign,1.90
4742,sow,1.91
4743,soy,3.18
4744,spa,3.91
4745,spade,2.27
4746,span,2.36
4747,spandex,5.20
4748,spaniel,2.91
4749,spank,3.30
4750,spar,2.73
4751,spare,1.36
4752,spark,5.00
4753,sparkle,4.27
4754,sparrow,2.55
4755,sparse,2.18
4756,spasm,4.91
4757,spastic,3.70
4758,spat,3.50
4759,spatter,3.09
4760,spawn,1.73
4761,speak,2.20
4762,spear,3.60
4763,special,2.45
4764,species,2.00
4765,speck,2.50
4766,spectral,2.18
4767,spectrum,3.60
4768,sped,3.20
4769,speech,2.64
4770,speed,2.50
4771,spell,2.50
4772,spend,1.64
4773,spent,2.50
4774,sperm,3.83
4775,spew,3.50
4776,sphere,2.40
4777,sphinx,2.09
4778,spider,4.45
4779,spiffy,2.20
4780,spike,4.00
4781,spill,4.18
4782,spin,3.09
4783,spinach,6.10
4784,spine,3.27
4785,spinster,1.90
4786,spiral,3.60
4787,spire,1.91
4788,spirit,4.00
4789,spit,4.00
4790,spite,2.91
4791,splash,3.27
4792,splatter,4.80
4793,splay,2.36
4794,spleen,2.91
4795,splendid,3.10
4796,splendor,2.30
4797,splice,2.73
4798,splint,3.73
4799,split,3.45
4800,splotch,4.00
4801,splurge,3.36
4802,spoil,2.00
4803,spoke,2.67
4804,sponge,4.45
4805,spoof,1.60
4806,spook,2.40
4807,spool,1.27
4808,spoon,3.91
4809,spore,1.70
4810,sport,3.00
4811,spout,1.50
4812,sprain,3.36
4813,sprang,2.90
4814,sprawl,3.33
4815,spray,3.64
4816,spread,2.18
4817,spree,2.60
4818,sprig,1.40
4819,spring,3.36
4820,sprinkle,4.27
4821,sprint,3.27
4822,sprite,3.50
4823,sprout,3.00
4824,spruce,1.91
4825,sprung,2.55
4826,spry,2.45
4827,spud,2.82
4828,spun,2.27
4829,spunk,2.92
4830,spur,2.67
4831,spurn,1.91
4832,spurt,2.73
4833,spy,3.09
4834,squad,2.58
4835,squadron,3.20
4836,squall,1.20
4837,squander,2.73
4838,square,3.36
4839,squash,3.40
4840,squat,3.67
4841,squaw,1.80
4842,squawk,4.40
4843,squeak,4.09
4844,squeal,4.17
4845,squeamish,3.64
4846,squeeze,3.40
4847,squelch,3.09
4848,squid,4.50
4849,squint,5.10
4850,squire,1.30
4851,squirm,4.20
4852,squirrel,4.18
4853,squirt,4.50
4854,stab,3.45
4855,stable,3.00
4856,stack,2.40
4857,staff,1.91
4858,stag,2.64
4859,stage,3.18
4860,stagger,3.64
4861,stain,2.36
4862,stair,3.18
4863,stake,2.10
4864,stalk,2.10
4865,stall,2.91
4866,stamp,2.45
4867,stampede,4.30
4868,stance,2.50
4869,stanch,1.60
4870,stand,2.80
4871,standard,2.20
4872,stank,3.50
4873,staple,2.60
4874,stapler,3.50
4875,star,2.80
4876,starch,1.90
4877,stardom,3.30
4878,stardust,2.60
4879,stare,3.09
4880,stark,2.60
4881,starlet,2.70
4882,start,2.50
4883,startle,3.91
4884,starve,4.27
4885,state,2.30
4886,statement,1.36
4887,static,3.30
4888,station,2.45
4889,statue,3.73
4890,stature,2.27
4891,status,2.64
4892,statute,2.50
4893,staunch,1.82
4894,stay,1.55
4895,stead,1.90
4896,steady,2.00
4897,steak,5.18
4898,steal,1.64
4899,stealth,2.00
4900,steam,3.27
4901,steed,1.73
4902,steel,3.82
4903,steep,2.92
4904,steer,3.08
4905,stein,1.36
4906,stellar,2.27
4907,stem,3.00
4908,stench,3.91
4909,step,2.70
4910,steppe,2.17
4911,sterile,4.00
4912,sterling,2.36
4913,stern,2.18
4914,sternum,2.60
4915,steward,2.60
4916,stick,2.80
4917,stickler,2.80
4918,stiff,2.08
4919,stigma,2.50
4920,stile,1.40
4921,still,2.58
4922,stilt,2.30
4923,sting,3.45
4924,stingy,2.90
4925,stink,4.36
4926,stint,1.36
4927,stir,3.00
4928,stitch,2.10
4929,stock,1.75
4930,stockade,2.18
4931,stoke,2.25
4932,stole,1.73
4933,stomach,3.70
4934,stone,2.90
4935,stood,1.70
4936,stooge,2.10
4937,stool,1.73
4938,stoop,3.64
4939,stop,1.70
4940,storage,3.18
4941,store,1.82
4942,stork,1.73
4943,storm,3.90
4944,story,3.09
4945,stout,2.80
4946,stove,3.67
4947,stow,2.27
4948,straddle,5.10
4949,straight,2.45
4950,strain,3.73
4951,strand,1.60
4952,strange,2.20
4953,stranger,4.20
4954,strangle,4.36
4955,strap,2.82
4956,straw,2.91
4957,stray,2.50
4958,streak,2.82
4959,stream,2.36
4960,street,3.36
4961,strength,2.30
4962,stress,4.18
4963,stretch,4.45
4964,stretcher,3.70
4965,stricken,3.50
4966,strict,2.50
4967,stride,3.25
4968,strife,2.25
4969,strike,3.82
4970,string,3.18
4971,strip,3.09
4972,stripe,2.82
4973,strive,1.50
4974,strode,2.18
4975,stroke,3.17
4976,stroll,2.64
4977,stroller,3.40
4978,strong,2.70
4979,strove,1.45
4980,struck,2.92
4981,strudel,3.82
4982,struggle,4.20
4983,strum,3.45
4984,strung,3.45
4985,strut,3.42
4986,stubborn,3.40
4987,stuck,2.09
4988,stud,2.55
4989,student,3.89
4990,study,2.80
4991,stuff,2.50
4992,stumble,3.73
4993,stump,2.90
4994,stun,2.45
4995,stung,4.00
4996,stunt,1.55
4997,stupid,2.60
4998,sturdy,3.09
4999,sty,2.30
5000,style,2.80
5001,suave,3.10
5002,subdue,1.91
5003,subject,2.20
5004,sublet,2.11
5005,sublime,3.55
5006,submit,2.18
5007,subscribe,2.00
5008,substance,2.82
5009,subtle,1.90
5010,subtract,1.90
5011,suburb,4.36
5012,subway,5.30
5013,succeed,2.60
5014,success,3.00
5015,such,1.30
5016,suck,3.90
5017,suction,2.78
5018,sudden,3.10
5019,sue,1.73
5020,suede,3.55
5021,suffer,3.30
5022,suffice,1.80
5023,sugar,5.40
5024,suggest,2.20
5025,suit,2.40
5026,suite,2.91
5027,suitor,3.09
5028,sulfur,3.33
5029,sulk,2.82
5030,sully,1.90
5031,sulphur,3.91
5032,sultan,2.00
5033,summer,5.40
5034,summit,2.82
5035,summon,1.80
5036,summons,1.80
5037,sun,4.60
5038,sundae,4.70
5039,sung,3.64
5040,sunk,3.27
5041,sunny,5.10
5042,sup,2.00
5043,super,2.73
5044,superb,2.20
5045,supper,5.00
5046,supple,3.09
5047,supply,1.82
5048,support,2.64
5049,suppose,1.70
5050,suppress,2.64
5051,supreme,2.40
5052,sure,2.10
5053,surf,3.70
5054,surface,2.90
5055,surge,2.40
5056,surgeon,4.50
5057,surly,2.36
5058,surplus,2.60
5059,surprise,3.10
5060,surreal,3.60
5061,surround,1.80
5062,survey,3.20
5063,survive,3.80
5064,sushi,5.90
5065,suspect,2.18
5066,suspend,3.60
5067,suspense,3.10
5068,sustain,2.30
5069,suture,2.80
5070,swab,3.50
5071,swag,2.36
5072,swallow,3.80
5073,swam,3.33
5074,swamp,4.36
5075,swan,2.80
5076,swank,2.91
5077,swap,2.30
5078,swarm,3.18
5079,swash,2.75
5080,swat,2.91
5081,swath,1.55
5082,swathe,2.36
5083,sway,3.20
5084,swear,2.45
5085,sweat,4.40
5086,sweater,4.90
5087,sweep,2.45
5088,sweet,4.45
5089,swell,3.45
5090,swept,2.92
5091,swerve,3.00
5092,swift,2.00
5093,swig,3.91
5094,swim,3.91
5095,swindle,2.27
5096,swine,3.83
5097,swing,3.18
5098,swipe,3.00
5099,swirl,2.55
5100,swish,3.17
5101,switch,2.20
5102,swoon,2.91
5103,swoop,2.45
5104,sword,4.18
5105,swore,3.42
5106,sworn,1.36
5107,swum,2.58
5108,swung,3.83
5109,symbol,2.30
5110,symptom,2.73
5111,sync,1.92
5112,syndrome,2.30
5113,syringe,4.36
5114,syrup,4.82
5115,system,1.73
5116,tab,1.18
5117,table,3.90
5118,tablet,2.64
5119,tabloid,3.20
5120,taboo,3.90
5121,tack,3.00
5122,tackle,4.00
5123,taco,4.50
5124,tact,2.00
5125,tactic,2.40
5126,taffy,4.00
5127,tag,1.91
5128,tail,2.50
5129,tailor,3.70
5130,taint,2.91
5131,take,1.92
5132,talc,2.27
5133,talcum,2.73
5134,tale,2.67
5135,talent,2.91
5136,talk,2.50
5137,tall,2.50
5138,talon,3.60
5139,tame,2.58
5140,tampon,2.91
5141,tan,3.60
5142,tangle,3.60
5143,tango,3.64
5144,tank,2.00
5145,tantrum,4.50
5146,tap,3.82
5147,tape,3.18
5148,taps,2.10
5149,tar,3.20
5150,tardy,2.70
5151,target,4.10
5152,tart,3.80
5153,tartar,3.90
5154,task,1.20
5155,tassel,3.20
5156,taste,4.00
5157,tattoo,4.91
5158,taught,2.27
5159,taunt,2.70
5160,taut,2.45
5161,tavern,3.73
5162,tawdry,1.20
5163,tax,1.40
5164,taxi,4.60
5165,tea,4.08
5166,teach,2.20
5167,teacher,4.00
5168,teal,2.73
5169,team,2.73
5170,tear,2.82
5171,tease,3.30
5172,technique,3.10
5173,tee,1.55
5174,teem,2.18
5175,teeming,2.73
5176,teen,1.60
5177,teeth,4.00
5178,tell,2.17
5179,temper,4.36
5180,tempest,4.90
5181,temple,3.27
5182,tempo,3.73
5183,tempt,2.36
5184,ten,1.36
5185,tenant,2.18
5186,tend,1.55
5187,tender,4.00
5188,tendon,3.55
5189,tennis,4.30
5190,tenor,3.40
5191,tense,3.50
5192,tension,4.82
5193,tent,2.00
5194,tenth,1.64
5195,tenure,1.55
5196,tepee,4.27
5197,term,2.18
5198,termite,3.55
5199,terrace,3.45
5200,terrain,5.10
5201,terror,4.50
5202,test,2.00
5203,text,2.50
5204,texture,4.10
5205,than,1.17
5206,thank,3.00
5207,that,1.30
5208,thaw,3.60
5209,the,1.00
5210,theft,2.00
5211,their,1.55
5212,them,1.92
5213,theme,2.18
5214,then,1.00
5215,thence,1.10
5216,theory,2.27
5217,therefore,1.50
5218,thermal,3.70
5219,these,1.27
5220,thesis,2.55
5221,they,1.92
5222,thick,2.17
5223,thief,2.45
5224,thieve,1.90
5225,thigh,2.55
5226,thin,3.70
5227,think,2.64
5228,third,1.73
5229,thirst,5.20
5230,this,1.30
5231,thong,3.64
5232,thorn,5.20
5233,thorough,1.70
5234,those,1.00
5235,though,1.09
5236,thought,2.10
5237,thousand,2.64
5238,thrash,3.55
5239,thread,2.36
5240,threat,2.64
5241,three,2.36
5242,thresh,1.50
5243,threshold,2.40
5244,threw,2.18
5245,thrice,1.64
5246,thrift,2.00
5247,thrill,3.60
5248,thrive,2.36
5249,throat,3.60
5250,throb,4.55
5251,throne,3.09
5252,throng,2.40
5253,throttle,3.64
5254,through,1.50
5255,throw,3.17
5256,thrown,2.90
5257,thrust,3.00
5258,thud,3.20
5259,thug,3.55
5260,thumb,3.20
5261,thump,3.00
5262,thunder,5.00
5263,thus,1.17
5264,thwart,2.27
5265,thyme,3.45
5266,thyroid,2.73
5267,tic,2.42
5268,tick,2.91
5269,ticket,3.00
5270,tickle,5.09
5271,tidy,3.90
5272,tie,2.70
5273,tier,2.58
5274,tiger,5.40
5275,tights,3.00
5276,tile,3.09
5277,till,1.30
5278,tilt,3.08
5279,timber,3.40
5280,time,2.40
5281,timid,2.60
5282,tin,2.90
5283,tinge,2.82
5284,tingle,4.82
5285,tinker,2.18
5286,tinkle,4.18
5287,tint,2.00
5288,tiny,2.70
5289,tip,1.64
5290,tipsy,4.50
5291,tire,3.30
5292,tissue,3.60
5293,tit,3.33
5294,titan,3.45
5295,title,2.27
5296,to,1.09
5297,toad,3.00
5298,toast,3.09
5299,today,3.64
5300,toddler,4.55
5301,toe,3.91
5302,tofu,3.91
5303,toga,3.89
5304,toil,2.55
5305,toilet,3.73
5306,token,3.30
5307,told,1.60
5308,toll,1.64
5309,tomb,4.00
5310,ton,2.91
5311,tone,3.55
5312,toner,2.45
5313,tong,1.70
5314,tongue,4.27
5315,tonic,3.82
5316,tonight,3.45
5317,tonsils,3.36
5318,too,1.18
5319,took,1.30
5320,tool,2.58
5321,toot,3.00
5322,tooth,3.45
5323,top,2.00
5324,topaz,4.00
5325,topic,2.00
5326,topple,3.10
5327,torch,4.00
5328,torment,4.20
5329,torn,2.09
5330,torrid,1.60
5331,torso,3.45
5332,tort,1.80
5333,tortoise,4.50
5334,torture,3.18
5335,toss,3.00
5336,tot,1.91
5337,total,2.00
5338,tote,1.50
5339,totem,4.30
5340,touch,4.09
5341,tough,3.27
5342,toupee,3.09
5343,tour,2.30
5344,tow,1.50
5345,towel,3.82
5346,tower,3.90
5347,town,1.82
5348,toxic,4.80
5349,toxin,3.64
5350,trace,2.33
5351,track,2.00
5352,tract,2.18
5353,traction,3.30
5354,tractor,3.91
5355,traffic,5.70
5356,tragic,3.40
5357,trail,2.70
5358,trailer,3.90
5359,train,4.45
5360,trait,1.73
5361,traitor,2.70
5362,tram,1.64
5363,tramp,3.08
5364,trample,4.18
5365,trance,2.90
5366,tranquil,4.00
5367,transfer,1.82
5368,transit,2.30
5369,translate,1.80
5370,transmit,2.10
5371,transplant,3.18
5372,transport,3.10
5373,trap,2.60
5374,trapeze,3.09
5375,trash,3.25
5376,trauma,5.09
5377,travel,3.27
5378,traverse,2.40
5379,tray,2.00
5380,tread,2.45
5381,treason,1.82
5382,treasure,4.00
5383,treat,3.08
5384,treatment,2.45
5385,treaty,2.00
5386,tree,4.45
5387,trek,1.36
5388,tremble,3.36
5389,tremor,3.73
5390,trench,4.00
5391,trend,1.55
5392,trespass,3.18
5393,triad,1.91
5394,trial,2.55
5395,tribal,3.90
5396,tribe,1.90
5397,tribute,2.64
5398,trick,2.82
5399,trifle,3.10
5400,trigger,3.50
5401,trill,3.75
5402,trim,2.10
5403,trinket,2.45
5404,trio,3.10
5405,trip,3.00
5406,tripe,1.64
5407,triple,2.60
5408,tripod,2.45
5409,trite,1.40
5410,triumph,3.91
5411,trod,2.82
5412,troll,3.45
5413,trolley,3.40
5414,trombone,3.91
5415,troop,1.82
5416,trooper,2.82
5417,trophy,3.91
5418,tropic,4.30
5419,trot,3.33
5420,trouble,2.82
5421,trough,1.64
5422,trounce,2.27
5423,troupe,2.10
5424,trouper,2.00
5425,trousers,2.90
5426,truce,1.82
5427,truck,2.90
5428,trudge,2.60
5429,true ,2.00
5430,trump,1.60
5431,trumpet,5.20
5432,trunk,2.10
5433,trust,2.27
5434,try,1.91
5435,tub,3.25
5436,tuba,4.90
5437,tube,2.10
5438,tuck,1.67
5439,tug,2.73
5440,tulip,4.70
5441,tumble,3.60
5442,tummy,4.20
5443,tumor,4.60
5444,tuna,5.40
5445,tune,3.42
5446,tunic,2.60
5447,tunnel,3.36
5448,turban,3.45
5449,turbine,2.91
5450,turf,3.10
5451,turkey,4.45
5452,turmoil,3.64
5453,turn,1.91
5454,turnip,3.00
5455,turtle,3.36
5456,tusk,2.80
5457,tutor,4.36
5458,tutu,2.89
5459,twang,1.82
5460,tweed,3.60
5461,tweet,2.55
5462,twelfth,1.50
5463,twelve,1.73
5464,twerp,2.00
5465,twice,1.40
5466,twig,1.80
5467,twin,3.36
5468,twine,1.91
5469,twinge,2.80
5470,twinkle,4.20
5471,twirl,3.55
5472,twist,3.20
5473,twister,3.55
5474,twit,1.64
5475,twitch,3.00
5476,two,1.82
5477,tycoon,3.00
5478,tyke,1.55
5479,type,2.10
5480,typhoon,4.27
5481,typo,2.30
5482,tyrant,3.50
5483,ugly,4.45
5484,ulcer,3.30
5485,ultra,3.10
5486,uncle,4.50
5487,uncouth,1.60
5488,union,1.91
5489,unique,3.10
5490,unite,3.09
5491,unless,2.00
5492,until,1.70
5493,up,2.91
5494,upon,1.50
5495,upset,3.60
5496,urban,3.91
5497,urge,2.90
5498,urgent,3.82
5499,urn,2.00
5500,us,2.36
5501,usher,3.64
5502,utmost,1.64
5503,utter,2.55
5504,vacant,3.18
5505,vacate,2.10
5506,vaccine,3.36
5507,vagrant,2.30
5508,vague,1.40
5509,vain,2.09
5510,vale,1.40
5511,valet,3.20
5512,valid,1.90
5513,valley,2.73
5514,valor,2.64
5515,valve,2.67
5516,vamoose,1.36
5517,vamp,2.00
5518,vampire,6.00
5519,van,3.36
